what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501045188846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501045190240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1501045206479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501045210886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501045212123
activated,editor,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.core.dtdsource.source",1501045238189
activated,editor,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.core.dtdsource.source",1501045239859
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1501045240733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501045243479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501045244749
activated,editor,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.core.dtdsource.source",1501045250233
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1501045255961
activated,editor,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.core.dtdsource.source",1501045258375
executed,command,,,"AUTOGEN:::org.eclipse.wst.dtd.core.dtdsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1501045261442
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1501045285780
activated,editor,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.core.dtdsource.source",1501045289805
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1501045305971
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1501045306179
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1501045306331
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1501045306498
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1501045321285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501045324273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501045325479
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1501045485829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501045490552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501045492706
executed,command,,,"AUTOGEN:::org.eclipse.wst.dtd.core.dtdsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1501045495655
executed,command,,,"AUTOGEN:::org.eclipse.wst.dtd.core.dtdsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1501045496508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501045497409
executed,command,,,"AUTOGEN:::org.eclipse.wst.dtd.core.dtdsource.ruler.actions/org.eclipse.ui.texteditor.BookmarkRulerAction",1501045499745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501045499757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1501045533807
